Date_GMT,Time_GMT,Date_Local,Time_Local,ToolTS,TestTime,Job,SliderSN,SliderOCR,Holder,PosX,PosY,ProductName,MinorRev,RowNum,ColNum,BINNAME,InputHolder,InputTray,InputJadeX,InputJadeY,OutputJadeX,OutputJadeY,InputInsiteX,InputInsiteY,BladeSlot,DrvSN,JadeSN,JASVersion,BladeSN,BladeType,ABASN,HGASN,MBASN,PCBASN,DiskSN,HDDSN,PreampVID,PreampCID,PreampChipEC,ChannelID,TestRequirements,Product,SCSVersion,FWVersion,MFGVersion,ConfigVersion,RecipeFilename,RecipeVersion,BCFVersion,ACFVersion,GradeVersion,Cyl,Head,Radius_mm,Band,Zone,ZoneFreq_MHz,WC_DAC,WCOSA_DAC,WCOSD_DAC,Bias_DAC,ReadGain_DAC,AEAdjustFlag,RMR0_Ohm_R,RMR0_Ohm,ECSRes0_Ohm_R,ECSRes0_Ohm,TFCRes0_Ohm_R,TFCRes0_Ohm,WriterConnection0_ErrorDescription,OS_TrackPitch,OS_Cylinder,Load_maxspeederror,Load_svga,QPES_nm,QPES_strk,QPES_dtrk,PreampGainFromSVGA_R,TFCTDP_mW_R,TFCTDP_mW,RTFC_DAC,WTFC_DAC,PreampGainFromSVGA_1_R,PeslinFlag,PES_nm,PES_strk,PES_dtrk,RRO_strk,RRO_dtrk,NRRO_strk,NRRO_dtrk,MJOG_trk_R,MJOG_trk,MJOG_nm_R,MJOG_nm,Efficiency_R,Efficiency,DetectedReadTFC,FlyHeight_nm,RTFC_1_DAC,WTFC_1_DAC,AEQ_VGAR_R,AEQ_VGAR,AEQ_NlTap_R,AEQ_Attc_Read_R,AEQ_Attr_R,AEQ_Vgar_R,AEQ_RWO_R,GateTiming_R,GateTiming,GateTiming_WrSctDly_R,GateTiming_WrSctDly,GateTiming_RdSctDly_R,GateTiming_RdSctDly,TTMWW_nm_R,TTMWW_nm,TTMWW_nm_LTP,TTMWW_trk_R,TTMWW_trk,TTMRW_nm_R,TTMRW_nm,TTMRW_nm_LTP,TTMRW_trk_R,TTMRW_trk,TTOTRC_nm_R,TTOTRC_nm,TTOTRC_nm_LTP,TTOTRC_trk_R,TTOTRC_trk,TTEB_nm_R,TTEB_nm,TTEB_nm_LTP,TTEB_trk_R,TTEB_trk,TTMCW_nm_LTP0,TTMCW_nm_LTP1,TTMCW_nm_R,TTMCW_nm,TTMCW_trk_R,TTMCW_trk,OWS_dB_R,OWS_dB,OWL_dB_R,OWL_dB,Asym_percent_R,Asym_percent,NLTS1_R,NLTS1,NLTS2_R,NLTS2,AmpLF_mV_R,AmpLF_mV,AmpHF_mV_R,AmpHF_mV,Res_percent_R,Res_percent,Cal_AmpLF_mV,Cal_AmpHF_mV,MIW_nm_R,MIW_nm,MIW_trk_R,MIW_trk,MIW_nm_LTP,SNR_dB_R,SNR_dB,SNRSystem_dB_R,SNRSystem_dB,SNRMedia_dB_R,SNRMedia_dB,SNR_1_dB_R,SNR_1_dB,SNRSystem_1_dB_R,SNRSystem_1_dB,SNRMedia_1_dB_R,SNRMedia_1_dB,uMRW_trk_R,uMRW_trk,uMRW_nm_R,uMRW_nm,WEW_nm_R,WEW_nm,WEW_nm_LTP,WEW_trk_R,WEW_trk,WEW_MWW_nm_R,WEW_MWW_nm,WEW_MWW_trk_R,WEW_MWW_trk,WEW_MRW_nm_R,WEW_MRW_nm,WEW_MRW_trk_R,WEW_MRW_trk,WEW_uMRW_nm_R,WEW_uMRW_nm,WEW_uMRW_trk_R,WEW_uMRW_trk,WEW_OTRC_nm_R,WEW_OTRC_nm,WEW_OTRC_trk_R,WEW_OTRC_trk,WEW_EB_nm_R,WEW_EB_nm,WEW_EB_trk_R,WEW_EB_trk,SER_orders_R,SER_orders,CenterPeak,LeftPeak,LeftBumpRatio,RightPeak,RightBumpRatio,TailLengthL_trk,TailLengthL_nm,TailLengthR_trk,TailLengthR_nm,Unload_maxspeederror,Unload_svga,RMR1_Ohm_R,RMR1_Ohm,ECSRes1_Ohm_R,ECSRes1_Ohm,TFCRes1_Ohm_R,TFCRes1_Ohm,ServoCylinderNumberBetweenIDandOD,ODStartServoCylinder,ServoTrackPitch,ServoTrackPitchFinal,ServoGCOffset,RANK,GRADE_R,GRADE,ERRORCODE,DISPOSITION,SpecLevel
8/16/2016,9:58:00,8/16/2016,17:58:00,08/16/2016-17:58:00,74.7612761,,,,,,,PHXS,,,,,T8,1,17,20,,,6,17,3,0,Amber1,,C2404,DN,FileNotFound,FileNotFound,C0196,FileNotFound,C0196,0ECTAUTO,1,1,6,896,,PHXS,1.1.7.0,LEOIP_DNM003_C51,M451_LEOMFG_M005LHA4K,Config version,LHC_1107_00022,,,,D150008C,288768,3,3.60026087,26,185,1757.202148,37,40,15,0,0,0x1000030,420,420,92.9,92.9,65.408,65.408,Pass,57.94878098,288768,0,0,4.145790762,7.677390299,7.677390299,5,143.715,143.715,780,737,4,1,4.74367415,8.78458176,8.78458176,8.011028795,8.011028795,3.604482534,3.604482534,-43.45458984,-43.45458984,-2518.140509,-2518.140509,0.070335448,0.070335448,760,13.30397199,760,716,0,0,0,0,0,,0,252,252,78,78,47,47,42.36443159,42.36443159,0,0.73106683,0.73106683,30.06946831,30.06946831,0,0.51889734,0.51889734,15.16103199,15.16103199,0,0.261628144,0.261628144,9.013550352,9.013550352,0,0.155543399,0.155543399,0,0,51.37798194,51.37798194,0.886610228,0.886610228,22.65,22.65,34.18,34.18,11.07867432,11.07867432,12.49050903,12.49050903,-1.34430933,-1.34430933,390.6473875,390.6473875,126.4492712,126.4492712,32.36931521,32.36931521,16.10988341,5.214633662,50.16313764,50.16313764,0.865646124,0.865646124,0,8.562149048,8.562149048,14.76947308,14.76947308,9.751037598,9.751037598,7.267494678,7.267494678,9.019356728,9.019356728,12.05686665,12.05686665,0.570863545,0.570863545,33.08084654,33.08084654,47.30917706,47.30917706,0,0.816396415,0.816396415,48.40701203,48.40701203,0.835341334,0.835341334,37.62249484,37.62249484,0.649237037,0.649237037,35.27169121,35.27169121,0.608670115,0.608670115,5.392258592,5.392258592,0.093052149,0.093052149,0.626484333,0.626484333,0.010811001,0.010811001,-1.61,-1.61,57698789.57,0,0,771667.8141,0.013374073,0.194044124,11.24462044,0.263050219,15.24343955,0,0,420,420,92.82,92.82,65.408,65.408,485608,-365,56.21200639,56.21200639,563332,5,NG,NG,6,Scrap,A
8/16/2016,9:59:08,8/16/2016,17:59:08,08/16/2016-17:59:08,64.7407029,,,,,,,PHXS,,,,,T8,1,17,20,,,6,17,3,0,Amber1,,C2404,DN,FileNotFound,FileNotFound,C0196,FileNotFound,C0196,0ECTAUTO,1,1,6,896,,PHXS,1.1.7.0,LEOIP_DNM003_C51,M451_LEOMFG_M005LHA4K,Config version,LHC_1107_00022,,,,D150008C,288768,3,4.630674783,25,181,1791.992188,37,40,15,0,0,0x1000030,414,414,92.88,92.88,65.408,65.408,Pass,57.94878098,288768,0,0,4.1752705,7.731982408,7.731982408,5,142.23,142.23,771,728,4,1,4.710802786,8.723708864,8.723708864,7.966323419,7.966323419,3.55538852,3.55538852,-43.42504883,-43.42504883,-2516.428644,-2516.428644,0.070436161,0.070436161,751,13.13751405,751,707,0,0,0,0,0,,0,253,253,78,78,47,47,42.23680358,42.23680358,0,0.728864402,0.728864402,29.73861481,29.73861481,0,0.513187927,0.513187927,15.33866919,15.33866919,0,0.264693561,0.264693561,9.089574807,9.089574807,0,0.156855324,0.156855324,0,0,51.32637839,51.32637839,0.885719726,0.885719726,22.64,22.64,34.17,34.17,11.25859656,11.25859656,12.34395504,12.34395504,-1.386933446,-1.386933446,392.1556182,392.1556182,128.1589035,128.1589035,32.68101514,32.68101514,16.17208125,5.285137082,50.2596325,50.2596325,0.867311299,0.867311299,0,8.402162552,8.402162552,14.73945999,14.73945999,9.550915718,9.550915718,7.192813873,7.192813873,9.174521446,9.174521446,11.55350208,11.55350208,0.576045215,0.576045215,33.38111801,33.38111801,47.45041525,47.45041525,0,0.818833709,0.818833709,48.29633498,48.29633498,0.833431423,0.833431423,37.76437548,37.76437548,0.651685417,0.651685417,35.19167892,35.19167892,0.607289374,0.607289374,5.265979748,5.265979748,0.090873003,0.090873003,0.863388417,0.863388417,0.014899164,0.014899164,-1.65,-1.65,58279860.71,777903.5192,0.013347724,758136.6197,0.013008552,0.200126724,11.59709969,0.260784652,15.11215269,0,0,418,418,93.12,93.12,65.408,65.408,485628,-385,56.20969137,56.20969137,563332,5,NG,NG,6,Scrap,A
8/16/2016,10:00:53,8/16/2016,18:00:53,08/16/2016-18:00:53,62.9526007,,,,,,,PHXS,,,,,T8,1,20,20,,,6,20,3,0,Amber1,,C2404,DN,FileNotFound,FileNotFound,C0196,FileNotFound,C0196,0ECTAUTO,1,1,6,896,,PHXS,1.1.7.0,LEOIP_DNM003_C51,M451_LEOMFG_M005LHA4K,Config version,LHC_1107_00022,,,,D150008C,288768,3,4.630674783,25,181,1791.992188,37,40,15,0,0,0x1000030,398,398,95.4,95.4,65.5578,65.5578,Pass,57.94878098,288768,0,0,4.105205737,7.602232847,7.602232847,4,143.88,143.88,781,738,4,1,4.636230287,8.585611642,8.585611642,7.787325824,7.787325824,3.615284744,3.615284744,-43.40795898,-43.40795898,-2515.438308,-2515.438308,0.070535089,0.070535089,761,13.60350614,761,717,0,0,0,0,0,,0,251,251,78,78,47,47,47.02276885,47.02276885,0,0.811453978,0.811453978,32.4804412,32.4804412,0,0.560502579,0.560502579,17.49533996,17.49533996,0,0.301910405,0.301910405,10.22417614,10.22417614,0,0.176434706,0.176434706,0,0,57.24694499,57.24694499,0.987888684,0.987888684,28.46,28.46,37.46,37.46,13.26635519,13.26635519,12.51809788,12.51809788,-1.654446363,-1.654446363,448.2394413,448.2394413,166.6037466,166.6037466,37.16815571,37.16815571,17.73124161,6.590431393,55.34272553,55.34272553,0.955028296,0.955028296,0,10.13240719,10.13240719,17.32487869,17.32487869,11.05225945,11.05225945,9.029309273,9.029309273,12.10512638,12.10512638,11.97506714,11.97506714,0.58118099,0.58118099,33.67872988,33.67872988,56.09139051,56.09139051,0,0.967947721,0.967947721,52.29642458,52.29642458,0.902459443,0.902459443,39.75288387,39.75288387,0.686000347,0.686000347,34.87530137,34.87530137,0.601829767,0.601829767,6.271770357,6.271770357,0.108229548,0.108229548,4.336274214,4.336274214,0.074829429,0.074829429,-2.43,-2.43,81130694.43,948415.265,0.011689969,920643.8056,0.011347663,0.233677249,13.5413117,0.279719831,16.20942321,0,0,394,394,95.72,95.72,65.7076,65.7076,485615,-372,56.21119611,56.21119611,563332,5,NG,NG,6,Scrap,A
8/16/2016,10:02:00,8/16/2016,18:02:00,08/16/2016-18:02:00,64.4056838,,,,,,,PHXS,,,,,T8,1,20,20,,,6,20,3,0,Amber1,,C2404,DN,FileNotFound,FileNotFound,C0196,FileNotFound,C0196,0ECTAUTO,1,1,6,896,,PHXS,1.1.7.0,LEOIP_DNM003_C51,M451_LEOMFG_M005LHA4K,Config version,LHC_1107_00022,,,,D150008C,288768,3,4.630674783,25,181,1791.992188,37,40,15,0,0,0x1000030,396,396,95.28,95.28,65.7076,65.7076,Pass,57.94878098,288768,0,0,4.043395018,7.487768553,7.487768553,4,141.57,141.57,767,724,4,1,4.599371847,8.517355272,8.517355272,7.726899654,7.726899654,3.583345163,3.583345163,-43.41015625,-43.41015625,-2515.565637,-2515.565637,0.071863734,0.071863734,750,13.3929765,750,706,0,0,0,0,0,,0,251,251,78,78,47,47,46.37354073,46.37354073,0,0.800250496,0.800250496,31.74074536,31.74074536,0,0.54773793,0.54773793,17.46749046,17.46749046,0,0.301429817,0.301429817,10.15109277,10.15109277,0,0.175173534,0.175173534,0,0,56.5246335,56.5246335,0.97542403,0.97542403,27.87,27.87,37.13,37.13,13.48517203,13.48517203,12.68090439,12.68090439,-1.714946151,-1.714946151,447.5412976,447.5412976,163.9159886,163.9159886,36.62608424,36.62608424,17.66401935,6.469604506,55.89618332,55.89618332,0.964579105,0.964579105,0,10.08917332,10.08917332,17.27098274,17.27098274,11.01154518,11.01154518,8.915670395,8.915670395,11.04841805,11.04841805,13.02693748,13.02693748,0.585568249,0.585568249,33.93296622,33.93296622,55.72047404,55.72047404,0,0.961546957,0.961546957,51.96912889,51.96912889,0.896811426,0.896811426,39.70750155,39.70750155,0.685217202,0.685217202,35.23957231,35.23957231,0.608115852,0.608115852,6.130813671,6.130813671,0.105797112,0.105797112,4.109637194,4.109637194,0.070918441,0.070918441,-2.29,-2.29,74499959.16,914680.5556,0.012277598,0,0,0.23269013,13.48410941,0.286633048,16.61003574,0,0,398,398,95.58,95.58,66.157,66.157,485627,-384,56.20980712,56.20980712,563332,5,NG,NG,6,Scrap,A
8/16/2016,10:03:33,8/16/2016,18:03:33,08/16/2016-18:03:33,64.7017007,,,,,,,PHXS,,,,,T8,1,18,20,,,6,18,3,0,Amber1,,C2404,DN,FileNotFound,FileNotFound,C0196,FileNotFound,C0196,0ECTAUTO,1,1,6,896,,PHXS,1.1.7.0,LEOIP_DNM003_C51,M451_LEOMFG_M005LHA4K,Config version,LHC_1107_00022,,,,D150008C,288768,3,4.630674783,25,181,1791.992188,37,40,15,0,0,0x1000030,442,442,93.16,93.16,65.5578,65.5578,Pass,57.94878098,288768,0,0,4.307428392,7.976719245,7.976719245,5,150.645,150.645,822,779,4,1,4.660582304,8.63070797,8.63070797,7.83150879,7.83150879,3.627201418,3.627201418,-43.44140625,-43.44140625,-2517.376536,-2517.376536,0.06945371,0.06945371,801,14.14050986,801,757,0,0,0,0,0,,0,252,252,78,78,47,47,45.52901512,45.52901512,0,0.78567684,0.78567684,30.60352755,30.60352755,0,0.528113397,0.528113397,17.73513798,17.73513798,0,0.306048508,0.306048508,10.27239419,10.27239419,0,0.177266787,0.177266787,0,0,55.80140931,55.80140931,0.962943627,0.962943627,27.17,27.17,36.51,36.51,7.873909912,7.873909912,11.48230934,11.48230934,-1.715255141,-1.715255141,409.6932996,409.6932996,141.3109584,141.3109584,34.49122077,34.49122077,17.72920562,6.115137932,54.0949068,54.0949068,0.933495164,0.933495164,0,9.371702194,9.371702194,14.67854309,14.67854309,10.88769722,10.88769722,8.403838158,8.403838158,9.684746742,9.684746742,14.3312254,14.3312254,0.542520225,0.542520225,31.4383857,31.4383857,54.47980858,54.47980858,0,0.940137267,0.940137267,51.27436728,51.27436728,0.88482219,0.88482219,38.83304473,38.83304473,0.670127034,0.670127034,33.45136234,33.45136234,0.577257395,0.577257395,6.220661275,6.220661275,0.107347578,0.107347578,4.293561846,4.293561846,0.074092358,0.074092358,-2.14,-2.14,66597555.81,825942.5,0.012401994,802057.7222,0.012043351,0.198550405,11.50575396,0.280779196,16.27081213,0,0,450,450,93.2,93.2,65.8574,65.8574,485633,-390,56.20911264,56.20969137,563332,5,NG,NG,6,Scrap,A
8/16/2016,10:04:42,8/16/2016,18:04:42,08/16/2016-18:04:42,65.8467662,,,,,,,PHXS,,,,,T8,1,18,20,,,6,18,3,0,Amber1,,C2404,DN,FileNotFound,FileNotFound,C0196,FileNotFound,C0196,0ECTAUTO,1,1,6,896,,PHXS,1.1.7.0,LEOIP_DNM003_C51,M451_LEOMFG_M005LHA4K,Config version,LHC_1107_00022,,,,D150008C,288768,3,4.630674783,25,181,1791.992188,37,40,15,0,0,0x1000030,442,442,93.14,93.14,65.408,65.408,Pass,57.94878098,288768,0,0,4.204128063,7.78542234,7.78542234,5,149.985,149.985,818,775,4,1,4.700525541,8.704676928,8.704676928,7.911782144,7.911782144,3.62975257,3.62975257,-43.39892578,-43.39892578,-2514.914845,-2514.914845,0.069930405,0.069930405,798,13.98140645,798,754,0,0,0,0,0,,0,252,252,78,78,47,47,46.01333709,46.01333709,0,0.794034599,0.794034599,31.44031497,31.44031497,0,0.542553518,0.542553518,17.77955452,17.77955452,0,0.306814988,0.306814988,10.49304346,10.49304346,0,0.181074447,0.181074447,0,0,56.50638055,56.50638055,0.975109046,0.975109046,26.93,26.93,36.72,36.72,8.079705492,8.079705492,11.60910892,11.60910892,-1.744938254,-1.744938254,409.0518623,409.0518623,140.7353352,140.7353352,34.40474887,34.40474887,17.77384641,6.115137133,53.80374702,53.80374702,0.928470731,0.928470731,0,9.409250259,9.409250259,14.74497223,14.74497223,10.91323471,10.91323471,8.447483063,8.447483063,10.64386749,10.64386749,12.46024895,12.46024895,0.545106828,0.545106828,31.5882762,31.5882762,54.74033123,54.74033123,0,0.944633007,0.944633007,51.69604743,51.69604743,0.892098963,0.892098963,38.32902774,38.32902774,0.661429405,0.661429405,33.8920154,33.8920154,0.584861577,0.584861577,6.683509849,6.683509849,0.115334779,0.115334779,3.740648065,3.740648065,0.064550936,0.064550936,-2.17,-2.17,67004089.66,816568.8291,0.012186851,830478.1816,0.01239444,0.193468141,11.21124293,0.282997194,16.39934243,0,0,442,442,93.1,93.1,65.8574,65.8574,485614,-371,56.21131186,57.94878098,563332,5,NG,NG,6,Scrap,A
8/16/2016,10:06:20,8/16/2016,18:06:20,08/16/2016-18:06:20,62.9275993,,,,,,,PHXS,,,,,T8,1,2,21,,,5,2,3,0,Amber1,,C2404,DN,FileNotFound,FileNotFound,C0196,FileNotFound,C0196,0ECTAUTO,1,1,6,896,,PHXS,1.1.7.0,LEOIP_DNM003_C51,M451_LEOMFG_M005LHA4K,Config version,LHC_1107_00022,,,,D150008C,288768,3,4.630674783,25,181,1791.992188,37,40,15,0,0,0x1000030,432,432,93.24,93.24,67.655,67.655,Pass,57.94878098,288768,0,0,4.103401112,7.598890949,7.598890949,4,137.61,137.61,743,700,3,1,4.559428559,8.44338622,8.44338622,7.647877238,7.647877238,3.577812826,3.577812826,-43.38452148,-43.38452148,-2514.080133,-2514.080133,0.070905355,0.070905355,724,12.8869577,724,680,0,0,0,0,0,,0,253,253,78,78,47,47,48.72933835,48.72933835,0,0.840903597,0.840903597,32.5538451,32.5538451,0,0.561769282,0.561769282,18.60310928,18.60310928,0,0.321026758,0.321026758,10.51536266,10.51536266,0,0.181459601,0.181459601,0,0,59.24470101,59.24470101,1.022363197,1.022363197,30.13,30.13,35.33,35.33,4.411771607,4.411771607,10.19086075,10.19086075,-2.042139292,-2.042139292,468.7697248,468.7697248,181.244858,181.244858,38.66414951,38.66414951,20.03679443,7.747014728,56.43743806,56.43743806,0.973919332,0.973919332,0,10.21751499,10.21751499,17.06778526,17.06778526,11.22218323,11.22218323,9.051294327,9.051294327,11.85812569,11.85812569,12.27506638,12.27506638,0.553522646,0.553522646,32.07596261,32.07596261,57.33802106,57.33802106,0,0.989460349,0.989460349,53.40255955,53.40255955,0.921547592,0.921547592,39.1919205,39.1919205,0.676320016,0.676320016,34.28653662,34.28653662,0.591669679,0.591669679,7.105319526,7.105319526,0.122613788,0.122613788,4.420422692,4.420422692,0.076281548,0.076281548,-2.75,-2.75,55941255.29,685699.9145,0.0122575,677562.1261,0.012112029,0.235459154,13.64457092,0.27148627,15.73229837,0,0,438,438,93.46,93.46,67.5052,67.5052,485622,-379,56.21038586,57.94878098,563332,5,NG,NG,6,Scrap,A
8/16/2016,10:07:27,8/16/2016,18:07:27,08/16/2016-18:07:27,63.8166501,,,,,,,PHXS,,,,,T8,1,2,21,,,5,2,3,0,Amber1,,C2404,DN,FileNotFound,FileNotFound,C0196,FileNotFound,C0196,0ECTAUTO,1,1,6,896,,PHXS,1.1.7.0,LEOIP_DNM003_C51,M451_LEOMFG_M005LHA4K,Config version,LHC_1107_00022,,,,D150008C,288768,3,4.630674783,25,181,1791.992188,37,40,15,0,0,0x1000030,432,432,93.14,93.14,67.3554,67.3554,Pass,57.94878098,288768,0,0,4.117118907,7.624294273,7.624294273,4,136.29,136.29,735,692,4,1,4.577361944,8.476596193,8.476596193,7.696650923,7.696650923,3.551654206,3.551654206,-43.38891602,-43.38891602,-2514.334791,-2514.334791,0.071267404,0.071267404,717,12.75968263,717,673,0,0,0,0,0,,0,252,252,78,78,47,47,49.58515383,49.58515383,0,0.855672078,0.855672078,33.01091652,33.01091652,0,0.569656789,0.569656789,17.38590466,17.38590466,0,0.300021922,0.300021922,9.098786001,9.098786001,0,0.157014278,0.157014278,0,0,58.68393983,58.68393983,1.012686356,1.012686356,30.54,30.54,36.48,36.48,4.223615448,4.223615448,10.03765392,10.03765392,-2.103594065,-2.103594065,468.3744608,468.3744608,179.4297343,179.4297343,38.3091481,38.3091481,20.01989952,7.669430238,56.16084388,56.16084388,0.969146252,0.969146252,0,10.3894186,10.3894186,17.59747314,17.59747314,11.30560303,11.30560303,8.930362701,8.930362701,10.82118797,10.82118797,13.45285892,13.45285892,0.553846657,0.553846657,32.09473864,32.09473864,57.26089978,57.26089978,0,0.988129497,0.988129497,53.62230754,53.62230754,0.925339699,0.925339699,38.76789853,38.76789853,0.669002831,0.669002831,34.33475469,34.33475469,0.59250176,0.59250176,7.427204505,7.427204505,0.128168434,0.128168434,4.035868037,4.035868037,0.069645435,0.069645435,-2.79,-2.79,87903183.05,1013905.69,0.011534346,1009374.203,0.011482795,0.231294432,13.40323036,0.271370684,15.72560035,0,0,434,434,93.42,93.42,67.655,67.655,485615,-372,56.21119611,57.94878098,563332,5,NG,NG,6,Scrap,A
8/16/2016,10:08:58,8/16/2016,18:08:58,08/16/2016-18:08:58,61.1144955,,,,,,,PHXS,,,,,T8,1,4,21,,,5,4,3,0,Amber1,,C2404,DN,FileNotFound,FileNotFound,C0196,FileNotFound,C0196,0ECTAUTO,1,1,6,896,,PHXS,1.1.7.0,LEOIP_DNM003_C51,M451_LEOMFG_M005LHA4K,Config version,LHC_1107_00022,,,,D150008C,288768,3,4.630674783,25,181,1791.992188,37,40,15,0,0,0x1000030,434,434,93.82,93.82,67.3554,67.3554,Pass,57.94878098,288768,0,0,3.98334242,7.376560038,7.376560038,4,124.08,124.08,661,618,4,1,4.623903143,8.562783598,8.562783598,7.780210618,7.780210618,3.576253023,3.576253023,-43.39868164,-43.39868164,-2514.900697,-2514.900697,0.074562142,0.074562142,648,11.63699835,648,604,0,0,0,0,0,,0,253,253,77,77,47,47,48.83140902,48.83140902,0,0.842664991,0.842664991,33.13553365,33.13553365,0,0.57180726,0.57180726,19.8661526,19.8661526,0,0.342822614,0.342822614,12.01821491,12.01821491,0,0.207393749,0.207393749,0,0,60.84962394,60.84962394,1.05005874,1.05005874,32.55,32.55,37.58,37.58,14.28619278,14.28619278,11.06764698,11.06764698,-1.975289226,-1.975289226,427.3757893,427.3757893,148.8878756,148.8878756,34.83796235,34.83796235,18.57004536,6.469375835,57.96898698,57.96898698,1.000348687,1.000348687,0,10.37519073,10.37519073,16.73966599,16.73966599,11.51574993,11.51574993,9.159401894,9.159401894,11.60825634,11.60825634,12.81466103,12.81466103,0.524183869,0.524183869,30.37581624,30.37581624,60.27926118,60.27926118,0,1.040216208,1.040216208,53.72873615,53.72873615,0.927176297,0.927176297,38.73514754,38.73514754,0.66843766,0.66843766,32.50930006,32.50930006,0.561000586,0.561000586,7.496794302,7.496794302,0.129369318,0.129369318,6.388186257,6.388186257,0.110238492,0.110238492,-2.82,-2.82,71678188.51,823792.5064,0.011492931,863111.1453,0.012041475,0.230148838,13.33684463,0.272815918,15.80934987,0,0,450,450,94,94,67.3554,67.3554,485624,-381,56.21015436,57.94878098,563332,2,A2,A2,0,Ship,A
8/16/2016,10:10:03,8/16/2016,18:10:03,08/16/2016-18:10:03,62.4275706,,,,,,,PHXS,,,,,T8,1,4,21,,,5,4,3,0,Amber1,,C2404,DN,FileNotFound,FileNotFound,C0196,FileNotFound,C0196,0ECTAUTO,1,1,6,896,,PHXS,1.1.7.0,LEOIP_DNM003_C51,M451_LEOMFG_M005LHA4K,Config version,LHC_1107_00022,,,,D150008C,288768,3,4.630674783,25,181,1791.992188,37,40,15,0,0,0x1000030,434,434,94,94,66.906,66.906,Pass,57.94878098,288768,0,0,3.952765464,7.319936044,7.319936044,4,125.73,125.73,671,628,4,1,4.574572817,8.471431142,8.471431142,7.701698652,7.701698652,3.528311702,3.528311702,-43.40185547,-43.40185547,-2515.084617,-2515.084617,0.074347298,0.074347298,658,11.79180775,658,614,0,0,0,0,0,,0,251,251,77,77,47,47,47.90387326,47.90387326,0,0.826658861,0.826658861,32.39297539,32.39297539,0,0.558993215,0.558993215,20.61083525,20.61083525,0,0.355673319,0.355673319,12.85538631,12.85538631,0,0.221840496,0.221840496,0,0,60.75925958,60.75925958,1.048499357,1.048499357,31.93,31.93,37.33,37.33,15.00971884,15.00971884,11.03508854,11.03508854,-1.974614263,-1.974614263,427.5021523,427.5021523,150.9599898,150.9599898,35.31228646,35.31228646,18.53770395,6.546052656,58.10173865,58.10173865,1.002639532,1.002639532,0,10.34800625,10.34800625,17.01604462,17.01604462,11.40138626,11.40138626,9.283924103,9.283924103,11.89355946,11.89355946,12.73564434,12.73564434,0.524582386,0.524582386,30.39890979,30.39890979,60.2991425,60.2991425,0,1.040559292,1.040559292,54.22820075,54.22820075,0.935795367,0.935795367,38.30678387,38.30678387,0.661045551,0.661045551,32.14899088,32.14899088,0.554782867,0.554782867,7.96070844,7.96070844,0.137374908,0.137374908,6.114367371,6.114367371,0.105513304,0.105513304,-2.9,-2.9,71950566.99,867551.9594,0.012057611,828580.7671,0.011515973,0.235671847,13.65689625,0.269752009,15.63180011,0,0,438,438,94.14,94.14,67.2056,67.2056,485627,-384,56.20980712,57.94878098,563332,2,A2,A2,0,Ship,A
